,index,Unnamed: 0,book_title,author_id,Year released,Rating,ratings
187,787,787,"The Vincent Boys (The Vincent Boys, #1)",124.0,2011,"3,95",`73664`
188,788,788,"Motorcycle Man (Dream Man, #4)",231.0,2012,"4,39",`55492`
189,789,789,,317.0,2012,"4,07",`109066`
190,790,790,"The Wedding (Lairds' Fiancées, #2)",171.0,1995,"4,16",`33476`
191,791,791,"Chain Reaction (Perfect Chemistry, #3)",63.0,2011,"4,09",`62409`
192,792,792,You Should See Me in a Crown (Hardcover),318.0,2020,"4,13",`36131`
193,793,793,You Should See Me in a Crown (Hardcover),318.0,2020,"4,13",`36131`
194,794,794,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",319.0,2006,"3,83",`185180`
195,795,795,Would Like to Meet (Kindle Edition),320.0,2019,"3,72",`19515`
196,796,796,"A Kiss for Midwinter (Brothers Sinister, #1.5)",113.0,2012,"3,88",`9569`
197,797,797,"Hearts in Darkness (Hearts in Darkness, #1)",321.0,2011,"3,85",`36815`
198,798,798,The Marriage Game (Paperback),196.0,2020,"3,53",`14635`
199,799,799,"Dreamfever (Fever, #4)",156.0,2009,"4,38",`98363`
200,800,800,"Wolfsong (Green Creek, #1)",148.0,2016,"4,36",`41622`
201,801,801,"Sweet Dreams (Colorado Mountain, #2)",231.0,2011,"4,38",`47278`
202,802,802,"Ransom (Highlands' Lairds, #2)",171.0,1999,"4,32",`33842`
203,803,803,"The Intimacy Experiment (The Shameless Series, #2)",84.0,2021,"3,71",`15730`
204,804,804,"The Dark Highlander (Highlander, #5)",156.0,2002,"4,27",`36922`
205,805,805,"Archangel's Kiss (Guild Hunter, #2)",151.0,2010,"4,2",`55634`
206,806,806,Nick & Norah's Infinite Playlist (Hardcover),201.0,2006,"3,7",`83459`
207,807,807,"The Winner's Crime (The Winner's Trilogy, #2)",154.0,2015,"4,1",`62529`
208,808,808,,91.0,2016,"3,83",`296406`
209,809,809,Northern Lights (Mass Market Paperback),93.0,2004,"4,02",`43218`
210,810,810,Good Girl Complex (Paperback),21.0,2022,"3,6",`39196`
211,811,811,"Devil's Bride (Cynster, #1)",322.0,1998,"4,08",`20804`
212,812,812,"Paradise (Second Opportunities, #1)",198.0,1991,"4,3",`33238`
213,813,813,"The Secret of Ella and Micha (The Secret, #1)",206.0,2012,"3,99",`70471`
214,814,814,"Lore Olympus: Volume One (Lore Olympus, #1)",323.0,2021,"4,37",`66132`
215,815,815,The Girl He Used to Know (Hardcover),190.0,2019,"3,96",`42169`
216,816,816,To Hate Adam Connor (Kindle Edition),,2016,"4,09",`47460`
217,817,817,"Until Friday Night (The Field Party, #1)",124.0,2015,"3,92",`55583`
218,818,818,"Barbarian Alien (Ice Planet Barbarians, #2)",,2015,"3,81",`42699`
219,819,819,Just Last Night (Paperback),119.0,2021,"4,04",`31666`
220,820,820,"To Tame a Highland Warrior (Highlander, #2)",,1999,"4,13",`33037`
221,821,821,"Friends Without Benefits (Knitting in the City, #2)",118.0,2013,"3,96",`26016`
222,822,822,XOXO (ebook),324.0,2021,"3,9",`16609`
223,823,823,The Siren (Paperback),28.0,2009,"3,72",`76367`
224,824,824,"A Scot in the Dark (Scandal & Scoundrel, #2)",104.0,2016,"3,74",`14277`
225,825,825,"Maybe Not (Maybe, #1.5)",7.0,2014,"3,86",`76362`
226,826,826,"Champion (Legend, #3)",150.0,2013,"4,33",`199846`
227,827,827,"I Wish You All the Best (I Wish You All the Best, #1)",325.0,2019,"4,2",`35376`
228,828,828,,93.0,2006,"4,02",`46663`
229,829,829,"One with You (Crossfire, #5)",,2016,"4,12",`68873`
230,830,830,"The Suffragette Scandal (Brothers Sinister, #4)",113.0,2014,"4,06",`8335`
231,831,831,Turtles All the Way Down (Hardcover),1.0,2017,"3,91",`475614`
232,832,832,Fangirl (Kindle Edition),12.0,2013,"3,98",`695972`
233,833,833,The Wedding Crasher (Paperback),,2022,"3,78",`15266`
234,834,834,"Desperate Measures (Wicked Villains, #1)",81.0,2019,"3,55",`27506`
235,835,835,,146.0,2013,"4,15",`41212`
236,836,836,"Pleasure Unbound (Demonica, #1)",326.0,2008,"4,04",`53139`
237,837,837,"Night Embrace (Dark-Hunter, #2)",203.0,2003,"4,23",`58839`
238,838,838,Love From A to Z (Kindle Edition),327.0,2019,"4,16",`15600`
239,839,839,"Wicked Deeds on a Winter's Night (Immortals After Dark, #3)",185.0,2007,"4,34",`53529`
240,840,840,"Payback's a Witch (The Witches of Thistle Grove, #1)",328.0,2021,"3,69",`15882`
241,841,841,"Flat-Out Love (Flat-Out Love, #1)",329.0,2011,"3,99",`58622`
242,842,842,"Wildfire (Hidden Legacy, #3)",233.0,2017,"4,5",`34237`
243,843,843,"The Dare (Briar U, #4)",,2020,"3,8",`50684`
244,844,844,"In Flight (Up in the Air, #1)",330.0,2012,"4,08",`76825`
245,845,845,"It Starts with Us (It Ends with Us, #2)",7.0,2022,"4,64",`3988`
246,846,846,"Dance with the Devil (Dark-Hunter, #3)",203.0,2003,"4,37",`64073`
247,847,847,,,2019,"3,94",`91308`
248,848,848,,331.0,2008,"4,1",`63106`
249,849,849,"Girl Gone Viral (Modern Love, #2)",170.0,2020,"3,72",`10713`
250,850,850,"The Inheritance Games (The Inheritance Games, #1)",,2020,"4,23",`266372`
251,851,851,"About That Night (FBI/US Attorney, #3)",168.0,2012,"4,04",`24376`
252,852,852,"The Boy Next Door (Boy, #1)",270.0,2002,"3,82",`66285`
253,853,853,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",333.0,2001,"4,07",`482030`
254,854,854,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",333.0,2001,"4,07",`482030`
255,855,855,,334.0,2020,"3,4",`11738`
256,856,856,"Managed (VIP, #2)",251.0,2016,"4,26",`31104`
257,857,857,The Bridges of Madison County (Mass Market Paperback),335.0,1992,"3,66",`89660`
258,858,858,I Owe You One (Hardcover),,2019,"3,54",`65966`
259,859,859,,336.0,2012,"3,91",`61231`
260,860,860,"Knight (Unfinished Hero, #1)",231.0,2012,"3,92",`53672`
261,861,861,,133.0,2018,"4,23",`125251`
262,862,862,"Kiss of Midnight (Midnight Breed,  #1)",337.0,2007,"3,92",`64186`
263,863,863,,338.0,2012,"4,03",`50504`
264,864,864,,339.0,2015,"4,11",`15072`
265,865,865,"The Winter King (Weathermages of Mystral, #1)",340.0,2014,"4,07",`18752`
266,866,866,,,2019,"3,97",`38717`
267,867,867,Frankly in Love (Hardcover),342.0,2019,"3,75",`26164`
268,868,868,"Royals (Royals, #1)",288.0,2018,"3,77",`22774`
269,869,869,The Prince and the Dressmaker (Paperback),343.0,2018,"4,37",`87981`
270,870,870,"White Hot Kiss (The Dark Elements, #1)",55.0,2014,"4,2",`71136`
271,871,871,"Reaper's Property (Reapers MC, #1)",,2013,"4,08",`57251`
272,872,872,"The Immortal Highlander (Highlander, #6)",156.0,2004,"4,3",`35973`
273,873,873,"The Highlander's Touch (Highlander, #3)",156.0,2000,"4,13",`31955`
274,874,874,"A Marvellous Light (The Last Binding, #1)",345.0,2021,"4,03",`16806`
275,875,875,"Opposition (Lux, #5)",55.0,2014,"4,35",`78823`
276,876,876,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",124.0,2013,"4,23",`66094`
277,877,877,Boy Meets Boy (Paperback),137.0,2003,"3,82",`72807`
278,878,878,"Checkmate (Neighbor from Hell, #3)",117.0,2012,"4,13",`47848`
279,879,879,"Law Man (Dream Man, #3)",231.0,2012,"4,3",`43965`
280,880,880,,117.0,2012,"4,13",`47848`
281,881,881,"Hang the Moon (Written in the Stars, #2)",110.0,2021,"3,86",`10989`
282,882,882,Venetia (Paperback),229.0,1958,"4,11",`16407`
283,883,883,,104.0,2019,"4,08",`13241`
284,884,884,Cotillion (Paperback),229.0,1953,"4,08",`15398`
285,885,885,"Reason to Breathe (Breathing, #1)",346.0,2011,"4,21",`90348`
286,886,886,"Dead in the Family (Sookie Stackhouse, #10)",99.0,2010,"3,89",`158836`
287,887,887,"Splendid (The Splendid Trilogy, #1)",,1995,"3,88",`21984`
288,888,888,"Daughter of the Forest  (Sevenwaters, #1)",,1999,"4,27",`61061`
289,889,889,Brutal Prince (Brutal Birthright #1),348.0,2020,"3,9",`59077`
290,890,890,"Destined for an Early Grave (Night Huntress, #4)",141.0,2009,"4,32",`83078`
291,891,891,,349.0,1992,"4,02",`19058`
292,892,892,"Deep (Stage Dive, #4)",159.0,2015,"4,03",`38619`
293,893,893,Carolina Moon (Mass Market Paperback),93.0,2000,"4,07",`43099`
294,894,894,Counting Down with You (Hardcover),350.0,2021,"4,09",`15123`
295,895,895,Pride (ebook),351.0,2018,"3,75",`25057`
296,896,896,"Ricochet (Addicted, #2)",111.0,2013,"3,88",`48742`
297,897,897,Love & Other Disasters (Kindle Edition),352.0,2022,"3,87",`11166`
298,898,898,"The Secrets of Sir Richard Kenworthy (Smythe-Smith Quartet, #4)",20.0,2015,"3,66",`18785`
299,899,899,"Dark Prince (Dark, #1)",353.0,1999,"3,99",`55659`
