,index,Unnamed: 0,book_title,author_id,Year released,Rating,ratings
68,368,368,"A Rogue of One's Own (A League of Extraordinary Women, #2)",57.0,2020,"4,03",`30188`
69,369,369,"The Road Trip (The Road Trip, #1)",23.0,2021,"3,61",`63228`
70,370,370,"The Wedding (The Notebook, #2)",14.0,2003,"3,98",`151092`
71,371,371,The Best of Me (Hardcover),14.0,2010,"3,96",`161814`
72,372,372,,14.0,2007,"4,0",`166400`
73,373,373,,9.0,2020,"3,52",`51909`
74,374,374,"Naked in Death (In Death, #1)",191.0,1995,"4,12",`181828`
75,375,375,To Love Jason Thorn (Kindle Edition),192.0,2015,"3,85",`79607`
76,376,376,Under Locke (Kindle Edition),35.0,2014,"3,98",`70425`
77,377,377,"Blood Promise (Vampire Academy, #4)",86.0,2009,"4,31",`299530`
78,378,378,"Tempt Me at Twilight (The Hathaways, #3)",68.0,2009,"4,17",`41823`
79,379,379,Kiss an Angel (Paperback),163.0,1996,"4,19",`58552`
80,380,380,"Captive Prince (Captive Prince, #1)",,2013,"3,81",`79264`
81,381,381,Maybe in Another Life (Paperback),18.0,2015,"3,81",`120415`
82,382,382,The Kiss Thief (Paperback),,2019,"3,94",`76731`
83,383,383,"A Curse So Dark and Lonely (Cursebreakers, #1)",,2019,"4,03",`122780`
84,384,384,"Married by Morning (The Hathaways, #4)",68.0,2010,"4,14",`39467`
85,385,385,"Pestilence (The Four Horsemen, #1)",180.0,2018,"3,92",`62447`
86,386,386,"The Risk (Briar U, #2)",,2019,"4,28",`87793`
87,387,387,"One Good Earl Deserves a Lover (The Rules of Scoundrels, #2)",104.0,2013,"4,03",`29368`
88,388,388,"Beastly (Beastly, #1; Kendra Chronicles, #1)",195.0,2007,"3,83",`174950`
89,389,389,"Marrying Winterborne (The Ravenels, #2)",68.0,2016,"4,11",`35087`
90,390,390,"The Dating Plan (Marriage Game, #2)",196.0,2021,"3,66",`34929`
91,391,391,,197.0,2021,"3,74",`33312`
92,392,392,"Dreaming of You (The Gamblers of Craven's, #2)",68.0,1994,"4,18",`40674`
93,393,393,"Crescendo (Hush, Hush, #2)",65.0,2010,"4,0",`307676`
94,394,394,"A Kingdom of Dreams (Westmoreland, #1)",198.0,1989,"4,21",`50780`
95,395,395,"Devil in Spring (The Ravenels, #3)",68.0,2017,"4,09",`34046`
96,396,396,Nights in Rodanthe (Paperback),14.0,2002,"3,84",`164417`
97,397,397,"Dance Upon the Air (Three Sisters Island, #1)",93.0,2001,"4,2",`68172`
98,398,398,"The Distance Between Us (Old Town Shops, #1)",199.0,2013,"3,92",`75238`
99,399,399,,31.0,2020,"3,67",`42780`
100,400,400,"Lover Avenged (Black Dagger Brotherhood, #7)",42.0,2009,"4,36",`111849`
101,401,401,"The Wedding Party (The Wedding Date, #3)",38.0,2019,"3,78",`44329`
102,402,402,Love Lettering (Paperback),200.0,2019,"3,7",`39426`
103,403,403,"Dash & Lily's Book of Dares (Dash & Lily, #1)",201.0,2010,"3,76",`90591`
104,404,404,"A Night to Surrender (Spindle Cove, #1)",72.0,2011,"3,75",`24837`
105,405,405,The Bookish Life of Nina Hill (Kindle Edition),202.0,2019,"3,82",`87372`
106,406,406,"Below Zero (The STEMinist Novellas, #3)",8.0,2022,"3,71",`38828`
107,407,407,"Born in Fire (Born In Trilogy, #1)",93.0,1994,"4,22",`71920`
108,408,408,"Fantasy Lover (Hunter Legends, #1)",203.0,2002,"4,15",`90374`
109,409,409,"Living Dead in Dallas (Sookie Stackhouse, #2)",99.0,2002,"3,96",`245842`
110,410,410,"Spirit Bound (Vampire Academy, #5)",86.0,2010,"4,33",`281912`
111,411,411,"Beautiful Stranger (Beautiful Bastard, #2)",9.0,2013,"4,16",`86066`
112,412,412,The Undomestic Goddess (Paperback),85.0,2005,"3,85",`282087`
113,413,413,"The Lady's Guide to Celestial Mechanics (Feminine Pursuits, #1)",204.0,2019,"4,04",`9945`
114,414,414,To Kill a Kingdom (Hardcover),,2018,"3,8",`136587`
115,415,415,"The Coincidence of Callie & Kayden (The Coincidence, #1)",206.0,2012,"4,17",`114624`
116,416,416,To Kill a Kingdom (Hardcover),205.0,2018,"3,8",`136587`
117,417,417,,78.0,2015,"4,49",`708962`
118,418,418,"The Iron King (The Iron Fey, #1)",207.0,2010,"3,88",`207758`
119,419,419,Dial A for Aunties (Aunties #1),208.0,2021,"3,76",`58738`
120,420,420,North and South (Paperback),209.0,1854,"4,14",`158995`
121,421,421,The Rescue (Paperback),,2000,"4,12",`190495`
122,422,422,,93.0,1999,"4,22",`63123`
123,423,423,The Bodyguard (Hardcover),210.0,2022,"4,13",`46261`
124,424,424,Uprooted (Hardcover),211.0,2015,"4,05",`209681`
125,425,425,"Linger (The Wolves of Mercy Falls, #2)",,2010,"3,88",`164873`
126,426,426,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",20.0,2007,"3,89",`40314`
127,427,427,Atonement (Paperback),212.0,2001,"3,92",`485925`
128,428,428,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",213.0,2011,"4,03",`168341`
129,429,429,"Last Sacrifice (Vampire Academy, #6)",86.0,2010,"4,37",`275495`
130,430,430,,214.0,2010,"3,98",`93280`
131,431,431,,50.0,2013,"3,99",`83606`
132,432,432,"Shadow of Night (All Souls, #2)",71.0,2012,"4,07",`219870`
133,433,433,"The Governess Affair (Brothers Sinister, #0.5)",113.0,2012,"3,85",`17261`
134,434,434,The Guardian (Paperback),,2003,"4,16",`172815`
135,435,435,The Longest Ride (Hardcover),14.0,2012,"4,16",`127530`
136,436,436,,9.0,2019,"3,63",`51050`
137,437,437,"Lover Mine (Black Dagger Brotherhood, #8)",42.0,2010,"4,39",`109537`
138,438,438,,153.0,2002,"4,02",`176700`
139,439,439,"Royally Screwed (Royally, #1)",106.0,2016,"4,01",`42073`
140,440,440,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",124.0,2013,"4,17",`119168`
141,441,441,"Losing Hope (Hopeless, #2)",7.0,2013,"4,29",`135445`
142,442,442,"Crossed (Matched, #2)",64.0,2011,"3,52",`234069`
143,443,443,"After We Collided (After, #2)",102.0,2013,"3,73",`163476`
144,444,444,Daisy Jones & The Six (Hardcover),18.0,2019,"4,24",`740691`
145,445,445,"Broken Prince (The Royals, #2)",96.0,2016,"4,0",`85058`
146,446,446,Making Faces (ebook),,2013,"4,3",`69574`
147,447,447,"Alex, Approximately (Hardcover)",216.0,2017,"3,98",`44969`
148,448,448,"These Broken Stars (Starbound, #1)",217.0,2013,"3,9",`68276`
149,449,449,The Sea of Tranquility (Kindle Edition),218.0,2012,"4,3",`83835`
150,450,450,"The Secret (Highlands' Lairds, #1)",171.0,1992,"4,25",`49646`
151,451,451,"Grey (Fifty Shades as Told by Christian, #1)",10.0,2015,"3,81",`167773`
152,452,452,"American Royals (American Royals, #1)",219.0,2019,"3,84",`94008`
153,453,453,"When Beauty Tamed the Beast (Fairy Tales, #2)",220.0,2011,"4,06",`27254`
154,454,454,"The Royal We (Royal We, #1)",221.0,2015,"3,81",`61552`
155,455,455,"Virgin River (Virgin River, #1)",222.0,2007,"4,02",`61829`
156,456,456,The Upside of Falling (Hardcover),223.0,2020,"3,65",`63660`
157,457,457,Like Water for Chocolate (Paperback),224.0,1989,"3,95",`347670`
158,458,458,P.S. I Like You (Hardcover),199.0,2016,"4,05",`54335`
159,459,459,"Say Yes to the Marquess (Castles Ever After, #2)",72.0,2014,"3,83",`21080`
160,460,460,Instructions for Dancing (Kindle Edition),,2021,"4,02",`37962`
161,461,461,Autoboyography (Hardcover),9.0,2017,"4,18",`47602`
162,462,462,,14.0,2001,"4,03",`147169`
163,463,463,Something to Talk About (Paperback),225.0,2020,"3,66",`19263`
164,464,464,"Tools of Engagement (Hot & Hammered, #3)",31.0,2020,"3,79",`36814`
165,465,465,"A Breath of Snow and Ashes (Outlander, #6)",13.0,2005,"4,43",`163691`
166,466,466,"Rule (Marked Men, #1)",226.0,2012,"4,12",`97511`
167,467,467,"The Upside of Unrequited (Simonverse, #2)",40.0,2017,"3,91",`72060`
168,468,468,"Edenbrooke (Edenbrooke, #1)",,2012,"4,32",`47990`
169,469,469,"Night Pleasures (Dark-Hunter, #1)",203.0,2002,"4,19",`77021`
170,470,470,,38.0,2020,"3,78",`41411`
171,471,471,Things You Save in a Fire (Hardcover),210.0,2019,"4,02",`92697`
172,472,472,"Pandemonium (Delirium, #2)",73.0,2012,"4,04",`231558`
173,473,473,"Evermore (The Immortals, #1)",228.0,2009,"3,59",`282408`
174,474,474,"The Rose & the Dagger (The Wrath and the Dawn, #2)",77.0,2016,"4,06",`85841`
175,475,475,,93.0,1998,"4,23",`59388`
176,476,476,"Blue Dahlia (In the Garden, #1)",,2004,"4,12",`70356`
177,477,477,Credence (Paperback),46.0,2020,"3,68",`102715`
178,478,478,The Grand Sophy (Paperback),229.0,1950,"4,15",`30755`
179,479,479,I Kissed Shara Wheeler (Hardcover),2.0,2022,"4,07",`36892`
180,480,480,,163.0,1997,"4,04",`39669`
181,481,481,"The Darkest Night (Lords of the Underworld, #1)",230.0,2008,"4,05",`82413`
182,482,482,"Mystery Man (Dream Man, #1)",231.0,2011,"4,21",`70047`
183,483,483,"Only When It's Us (Bergman Brothers, #1)",232.0,2020,"4,01",`26179`
184,484,484,Window Shopping (ebook),,2021,"3,67",`39346`
185,485,485,,9.0,2014,"4,04",`46055`
186,486,486,"Burn for Me (Hidden Legacy, #1)",233.0,2014,"4,32",`53398`
187,487,487,"Rules of Attraction (Perfect Chemistry, #2)",63.0,2010,"4,18",`86658`
188,488,488,"Opal (Lux, #3)",55.0,2012,"4,26",`143863`
189,489,489,,234.0,2018,"4,09",`74312`
190,490,490,"Again the Magic (Wallflowers, #0)",68.0,2004,"4,05",`38636`
191,491,491,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",101.0,2012,"4,1",`76134`
192,492,492,"Dead to the World (Sookie Stackhouse, #4)",99.0,2004,"4,12",`253637`
193,493,493,You've Reached Sam (Hardcover),235.0,2021,"3,77",`52535`
194,494,494,The Fill-In Boyfriend (Paperback),199.0,2015,"3,9",`61519`
195,495,495,How to Fail at Flirting (Paperback),236.0,2020,"3,82",`24275`
196,496,496,"Club Dead (Sookie Stackhouse, #3)",99.0,2003,"4,01",`230201`
197,497,497,,237.0,2011,"4,11",`184716`
198,498,498,Lovely War (Hardcover),238.0,2019,"4,25",`44230`
199,499,499,,72.0,2013,"4,04",`23816`
200,500,500,"Any Duchess Will Do (Spindle Cove, #4)",72.0,2013,"4,04",`23816`
201,501,501,"Any Duchess Will Do (Spindle Cove, #4)",72.0,2013,"4,04",`23816`
202,502,502,,72.0,2013,"4,04",`23816`
203,503,503,Something Wilder (Hardcover),9.0,2022,"3,74",`42112`
204,504,504,"The Bronze Horseman (The Bronze Horseman, #1)",239.0,2000,"4,3",`78595`
205,505,505,Love in the Time of Cholera (Paperback),240.0,1985,"3,93",`466520`
206,506,506,"Life's Too Short (The Friend Zone, #3)",90.0,2021,"4,21",`53005`
207,507,507,,168.0,2008,"3,92",`44264`
208,508,508,"The Heiress Effect (Brothers Sinister, #2)",113.0,2013,"3,91",`14403`
209,509,509,"Sugar Daddy (Travises, #1)",68.0,2007,"4,01",`42517`
210,510,510,An Enchantment of Ravens (Hardcover),,2017,"3,65",`73870`
211,511,511,Weather Girl (Paperback),88.0,2022,"3,69",`25101`
212,512,512,"A Promise of Fire (Kingmaker Chronicles, #1)",242.0,2016,"4,04",`32350`
213,513,513,,9.0,2013,"4,28",`67011`
214,514,514,"The Gamble (Colorado Mountain, #1)",231.0,2011,"4,26",`57504`
215,515,515,,243.0,2021,"4,03",`32631`
216,516,516,Part of Your World (Paperback),90.0,2022,"4,41",`54863`
217,517,517,"Kingdom of Ash (Throne of Glass, #7)",15.0,2018,"4,62",`261600`
218,518,518,"Tower of Dawn (Throne of Glass, #6)",15.0,2017,"4,28",`246170`
219,519,519,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",70.0,2012,"4,14",`156341`
220,520,520,Ayesha at Last (Paperback),244.0,2018,"3,89",`21810`
221,521,521,"Real (Real, #1)",245.0,2013,"4,16",`106565`
222,522,522,"The ​Crown of Gilded Bones (Blood and Ash, #3)",55.0,2021,"4,23",`160403`
223,523,523,"The Rogue Not Taken (Scandal & Scoundrel, #1)",104.0,2015,"3,95",`21806`
224,524,524,"Do You Want to Start a Scandal (Spindle Cove, #5; Castles Ever After, #4)",72.0,2016,"4,07",`18892`
225,525,525,Remember Me? (Hardcover),85.0,2008,"3,8",`240254`
226,526,526,"Kiss the Sky (Calloway Sisters, #1)",111.0,2014,"4,29",`47515`
227,527,527,,65.0,2011,"4,09",`269681`
228,528,528,"Grave Mercy (His Fair Assassin, #1)",246.0,2012,"3,89",`104570`
229,529,529,"Crazy Stupid Bromance (Bromance Book Club, #3)",,2020,"3,91",`25807`
230,530,530,,52.0,2020,"3,52",`22785`
231,531,531,"Cemetery Boys (Cemetery Boys, #1)",247.0,2020,"4,33",`63034`
232,532,532,"Pucked (Pucked, #1)",169.0,2015,"3,92",`58892`
233,533,533,"Strange the Dreamer (Strange the Dreamer, #1)",70.0,2017,"4,28",`107451`
234,534,534,Redeeming Love (Paperback),248.0,1991,"4,5",`273997`
235,535,535,"Royal Holiday (The Wedding Date, #4)",38.0,2019,"3,5",`35927`
236,536,536,"Ella Enchanted (Ella Enchanted, #1)",249.0,1997,"3,99",`403722`
237,537,537,Bossman (Kindle Edition),250.0,2016,"4,16",`63756`
238,538,538,"The Hook Up (Game On, #1)",251.0,2014,"3,97",`53050`
239,539,539,"Still Me (Me Before You, #3)",11.0,2018,"4,12",`181067`
240,540,540,"Warm Bodies (Warm Bodies, #1)",252.0,2010,"3,91",`102702`
241,541,541,"Lover Unleashed (Black Dagger Brotherhood, #9)",,2011,"4,27",`90350`
242,542,542,Marriage for One (Kindle Edition),192.0,2019,"3,93",`60911`
243,543,543,Emergency Contact (Hardcover),253.0,2018,"3,67",`38653`
244,544,544,"Wicked and the Wallflower (The Bareknuckle Bastards, #1)",104.0,2018,"3,98",`17089`
245,545,545,"One Foot in the Grave (Night Huntress, #2)",141.0,2008,"4,29",`101508`
246,546,546,"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",254.0,2012,"4,15",`31542`
247,547,547,"Captivated by You (Crossfire, #4)",36.0,2014,"4,12",`104998`
248,548,548,The Dead Romantics (Paperback),175.0,2022,"4,1",`27054`
249,549,549,"The Last Boyfriend (Inn BoonsBoro Trilogy, #2)",93.0,2012,"4,08",`46691`
250,550,550,Forbidden (Paperback),255.0,2010,"4,0",`67402`
251,551,551,By Your Side (Paperback),199.0,2017,"3,86",`47582`
252,552,552,,193.0,2013,"4,38",`57475`
253,553,553,The Witness (Paperback),93.0,2012,"4,22",`75491`
254,554,554,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",256.0,1986,"4,28",`284025`
255,555,555,"Dragon Bound (Elder Races, #1)",257.0,2011,"4,08",`48193`
256,556,556,"Match Me If You Can (Chicago Stars, #6)",163.0,2005,"4,13",`45324`
257,557,557,,7.0,2017,"3,85",`125196`
258,558,558,,68.0,2000,"3,94",`26999`
259,559,559,The Thorn Birds (Mass Market Paperback),,1977,"4,24",`336478`
260,560,560,"Torment (Fallen, #2)",95.0,2010,"3,85",`226778`
261,561,561,The Roughest Draft (Paperback),259.0,2022,"3,67",`26355`
262,562,562,"Under the Never Sky (Under the Never Sky, #1)",260.0,2011,"3,99",`113454`
263,563,563,"A Night Like This (Smythe-Smith Quartet, #2)",20.0,2012,"3,87",`26914`
264,564,564,"Beard Science (Winston Brothers, #3)",118.0,2016,"4,41",`31256`
265,565,565,RoomHate (Paperback),261.0,2016,"3,9",`59673`
266,566,566,"Never Never (Never Never, #1)",7.0,2015,"4,02",`86589`
267,567,567,The Sky Is Everywhere (Hardcover),161.0,2010,"3,97",`102011`
268,568,568,"Key of Light (Key Trilogy, #1)",93.0,2003,"4,17",`59041`
269,569,569,"Dating Dr. Dil (If Shakespeare was an Auntie, #1)",262.0,2022,"3,73",`29881`
270,570,570,"Lady Midnight (The Dark Artifices, #1)",37.0,2016,"4,37",`209164`
271,571,571,,,2014,"4,26",`55646`
272,572,572,Stuck-Up Suit (ebook),250.0,2016,"4,1",`65530`
273,573,573,"Finding Cinderella (Hopeless, #2.5)",7.0,2013,"4,16",`87058`
274,574,574,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",93.0,2013,"3,95",`60592`
275,575,575,,173.0,2017,"4,01",`128969`
276,576,576,"Perfection (Neighbor from Hell, #2)",117.0,2011,"4,13",`64231`
277,577,577,"Rubinrot (Edelstein-Trilogie, #1)",263.0,2009,"4,12",`138597`
278,578,578,Luna and the Lie (ebook),35.0,2018,"4,1",`43382`
279,579,579,"Portrait of a Scotsman (A League of Extraordinary Women, #3)",57.0,2021,"3,88",`22701`
280,580,580,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",264.0,2014,"3,87",`77006`
281,581,581,One Plus One (Paperback),11.0,2014,"3,95",`162582`
282,582,582,"A Knight in Shining Armor (Montgomery/Taggert Family, #13)",265.0,1989,"4,2",`35480`
283,583,583,"Ten Ways to Be Adored When Landing a Lord (Love By Numbers, #2)",104.0,2010,"3,88",`24842`
284,584,584,"Smooth Talking Stranger (Travises, #3)",68.0,2009,"4,14",`39342`
285,585,585,The Two Lives of Lydia Bird (Hardcover),62.0,2020,"3,76",`56854`
286,586,586,"The Perfect Hope (Inn Boonsboro Trilogy, #3)",93.0,2012,"4,17",`43739`
287,587,587,"Once Burned (Night Prince, #1)",141.0,2012,"4,2",`66290`
288,588,588,My Killer Vacation (ebook),31.0,2022,"3,83",`47186`
289,589,589,,20.0,2009,"4,02",`26142`
290,590,590,"Tears of the Moon (Gallaghers of Ardmore, #2)",93.0,2000,"4,19",`33160`
291,591,591,"Heaven and Earth (Three Sisters Island, #2)",93.0,2001,"4,14",`40486`
292,592,592,"The Trouble with Hating You (The Trouble with Hating You, #1)",266.0,2020,"3,83",`19351`
293,593,593,"Cry Wolf (Alpha & Omega, #1)",267.0,2008,"4,12",`97790`
294,594,594,"An Echo in the Bone (Outlander, #7)",13.0,2009,"4,43",`139381`
295,595,595,Don't You Forget About Me (Kindle Edition),119.0,2019,"3,87",`40746`
296,596,596,"Will Grayson, Will Grayson (Hardcover)",1.0,2010,"3,72",`378446`
297,597,597,"The Air He Breathes (Elements, #1)",268.0,2015,"4,17",`57678`
298,598,598,"Breathe (Sea Breeze, #1)",124.0,2011,"3,85",`82311`
299,599,599,"Natural Born Charmer (Chicago Stars, #7)",163.0,2007,"4,15",`35013`
